Date,Open,High,Low,Close,Adj Close,Volume,Jday,DayCount
2013-01-01,13104.299805,13969.990234,13104.299805,13860.580078,13860.580078,2786680000,2456293.5,1827.0
2013-02-01,13860.580078,14149.150391,13784.009766,14054.490234,14054.490234,2487580000,2456324.5,1858.0
2013-03-01,14054.490234,14585.099609,13937.599609,14578.540038999998,14578.540038999998,2546320000,2456352.5,1886.0
2013-04-01,14578.540038999998,14887.509766,14434.429688,14839.799805,14839.799805,2920230000,2456383.5,1917.0
2013-05-01,14839.799805,15542.400391,14687.049805,15115.570313,15115.570313,2771510000,2456413.5,1947.0
2013-06-01,15123.549805,15340.089844,14551.269531,14909.599609,14909.599609,2929040000,2456444.5,1978.0
2013-07-01,14911.599609,15634.320313,14858.929688,15499.540038999998,15499.540038999998,2623130000,2456474.5,2008.0
2013-08-01,15503.849609,15658.429688,14760.410156,14810.30957,14810.30957,2327660000,2456505.5,2039.0
2013-09-01,14801.549805,15709.580078,14777.480469,15129.669922,15129.669922,2371540000,2456536.5,2070.0
2013-10-01,15132.490234,15721.0,14719.429688,15545.75,15545.75,2206620000,2456566.5,2100.0
2013-11-01,15558.009766,16174.509766,15522.179688,16086.410156,16086.410156,1820260000,2456597.5,2131.0
2013-12-01,16087.120116999999,16588.25,15703.790038999998,16576.660156,16576.660156,2057160000,2456627.5,2161.0
2014-01-01,16572.169922,16573.070313,15617.549805,15698.849609,15698.849609,2177040000,2456658.5,2192.0
2014-02-01,15697.69043,16398.949219,15340.69043,16321.709961000002,16321.709961000002,2067820000,2456689.5,2223.0
2014-03-01,16321.709961000002,16505.699219,16046.990234,16457.660156,16457.660156,2095940000,2456717.5,2251.0
2014-04-01,16458.050781,16631.630859,16015.320313,16580.839844,16580.839844,1986960000,2456748.5,2282.0
2014-05-01,16580.259766,16735.509766,16341.299805,16717.169922,16717.169922,1643160000,2456778.5,2312.0
2014-06-01,16716.849609,16978.019531,16673.650391,16826.599609,16826.599609,1755480000,2456809.5,2343.0
2014-07-01,16828.529297,17151.560547,16563.300781,16563.300781,16563.300781,1690880000,2456839.5,2373.0
2014-08-01,16561.699219,17153.800781,16333.780272999998,17098.449219,17098.449219,1482600000,2456870.5,2404.0
2014-09-01,17097.419922,17350.640625,16934.429688,17042.900391,17042.900391,1870550000,2456901.5,2435.0
2014-10-01,17040.460938,17395.539063,15855.120116999999,17390.519531,17390.519531,2903240000,2456931.5,2465.0
2014-11-01,17390.900391,17894.830078,17278.359375,17828.240234,17828.240234,1516490000,2456962.5,2496.0
2014-12-01,17827.269531,18103.449219,17067.589844,17823.070313,17823.070313,2216900000,2456992.5,2526.0
