,NO2,SO2,sample
6687,20.35,1.7999999999999998,50
7032,63.6,3.4,50
7020,23.4,5.5,50
6685,19.3,1.15,50
7039,17.1,1.25,50
6699,15.95,0.75,50
7019,36.0,3.7,50
7026,27.4,2.55,50
7029,61.5,2.25,50
6688,12.8,0.55,50
6679,21.8,0.9,50
6697,16.6,0.275,50
7028,54.6,3.95,50
6694,13.2,0.45,50
6679,21.8,0.9,50
6672,21.2,0.425,50
6690,14.5,0.575,50
6675,6.8,0.0,50
7037,18.7,1.9,50
7032,63.6,3.4,50
6698,17.65,1.125,50
6684,55.5,2.25,50
6689,17.1,0.025,50
6676,4.0,0.0,50
7029,61.5,2.25,50
7033,17.2,1.9,50
6689,17.1,0.025,50
6692,16.1,0.525,50
6672,21.2,0.425,50
6692,16.1,0.525,50
6698,17.65,1.125,50
7017,66.7,2.35,50
7042,9.0,2.1,50
7040,15.5,1.5499999999999998,50
7044,22.0,3.3,50
7042,9.0,2.1,50
6691,17.450000000000006,0.9,50
7043,26.4,2.8,50
7031,66.2,2.1,51
6672,21.2,0.425,51
6691,17.450000000000006,0.9,51
6701,12.8,0.475,51
6675,6.8,0.0,51
6689,17.1,0.025,51
6678,29.8,0.45,51
6687,20.35,1.7999999999999998,51
6689,17.1,0.025,51
7018,57.4,7.800000000000002,51
6699,15.95,0.75,51
7041,17.6,1.65,51
7021,22.3,1.4,51
6689,17.1,0.025,51
6698,17.65,1.125,51
6694,13.2,0.45,51
7019,36.0,3.7,51
6682,21.85,0.0,51
7044,22.0,3.3,51
7022,16.8,2.45,51
7028,54.6,3.95,51
6677,16.3,0.0,51
6693,14.0,0.05,51
7019,36.0,3.7,51
7018,57.4,7.800000000000002,51
7029,61.5,2.25,51
6702,16.95,2.175,51
7019,36.0,3.7,51
7026,27.4,2.55,51
6682,21.85,0.0,51
7017,66.7,2.35,51
7046,34.6,2.15,51
6681,20.75,6.425,51
6677,16.3,0.0,51
6691,17.450000000000006,0.9,51
6698,17.65,1.125,51
6684,55.5,2.25,51
6676,4.0,0.0,51
7028,54.6,3.95,51
6673,33.85,1.1,51
6698,17.65,1.125,51
7024,23.2,2.2,51
7036,16.3,1.45,51
7031,66.2,2.1,51
6673,33.85,1.1,51
6688,12.8,0.55,51
6694,13.2,0.45,51
6682,21.85,0.0,51
7043,26.4,2.8,51
7039,17.1,1.25,51
7020,23.4,5.5,51
6695,28.9,0.1,51
7031,66.2,2.1,51
6687,20.35,1.7999999999999998,51
6678,29.8,0.45,51
6682,21.85,0.0,51
7045,19.4,1.5,51
7021,22.3,1.4,51
7040,15.5,1.5499999999999998,51
6679,21.8,0.9,51
6698,17.65,1.125,51
7029,61.5,2.25,51
6698,17.65,1.125,52
7031,66.2,2.1,52
6678,29.8,0.45,52
7032,63.6,3.4,52
7035,19.8,1.9,52
6674,64.15,2.45,52
7031,66.2,2.1,52
6677,16.3,0.0,52
7044,22.0,3.3,52
6689,17.1,0.025,52
6672,21.2,0.425,52
6674,64.15,2.45,52
6674,64.15,2.45,52
6692,16.1,0.525,52
6673,33.85,1.1,52
7024,23.2,2.2,52
6680,32.6,0.7,52
6682,21.85,0.0,52
7025,29.5,2.4000000000000004,52
6682,21.85,0.0,52
6685,19.3,1.15,52
7027,19.9,5.449999999999998,52
6702,16.95,2.175,52
6672,21.2,0.425,52
7026,27.4,2.55,52
6692,16.1,0.525,52
6689,17.1,0.025,52
6690,14.5,0.575,52
7033,17.2,1.9,52
7041,17.6,1.65,52
7029,61.5,2.25,52
7027,19.9,5.449999999999998,52
6679,21.8,0.9,52
6676,4.0,0.0,52
7042,9.0,2.1,52
7030,65.7,2.6,52
6682,21.85,0.0,52
6690,14.5,0.575,52
6672,21.2,0.425,52
6672,21.2,0.425,52
6690,14.5,0.575,52
7047,33.1,2.8,52
6683,30.1,1.175,52
7018,57.4,7.800000000000002,52
6697,16.6,0.275,52
7025,29.5,2.4000000000000004,52
6684,55.5,2.25,52
6692,16.1,0.525,52
7043,26.4,2.8,52
7033,17.2,1.9,52
6672,21.2,0.425,52
7033,17.2,1.9,52
6683,30.1,1.175,52
7045,19.4,1.5,52
7035,19.8,1.9,52
7017,66.7,2.35,52
7028,54.6,3.95,52
6688,12.8,0.55,52
7033,17.2,1.9,52
6696,13.65,0.95,52
7028,54.6,3.95,52
7020,23.4,5.5,52
7032,63.6,3.4,53
7036,16.3,1.45,53
7022,16.8,2.45,53
6697,16.6,0.275,53
6683,30.1,1.175,53
7025,29.5,2.4000000000000004,53
6684,55.5,2.25,53
6691,17.450000000000006,0.9,53
7032,63.6,3.4,53
7026,27.4,2.55,53
6701,12.8,0.475,53
7034,18.7,4.5,53
7042,9.0,2.1,53
7031,66.2,2.1,53
6700,26.0,0.825,53
7017,66.7,2.35,53
7018,57.4,7.800000000000002,53
6677,16.3,0.0,53
7037,18.7,1.9,53
6686,18.05,0.25,53
6675,6.8,0.0,53
6702,16.95,2.175,53
7036,16.3,1.45,53
6686,18.05,0.25,53
7018,57.4,7.800000000000002,53
7032,63.6,3.4,53
6691,17.450000000000006,0.9,53
7018,57.4,7.800000000000002,53
6689,17.1,0.025,53
7046,34.6,2.15,53
7024,23.2,2.2,53
6681,20.75,6.425,53
6674,64.15,2.45,53
7019,36.0,3.7,53
6696,13.65,0.95,53
6699,15.95,0.75,53
7038,22.7,1.7,53
7033,17.2,1.9,53
7044,22.0,3.3,53
7044,22.0,3.3,53
6692,16.1,0.525,53
6686,18.05,0.25,53
6675,6.8,0.0,53
6698,17.65,1.125,53
7021,22.3,1.4,53
6701,12.8,0.475,53
6682,21.85,0.0,53
7029,61.5,2.25,53
6696,13.65,0.95,53
7036,16.3,1.45,53
7043,26.4,2.8,53
6701,12.8,0.475,53
7020,23.4,5.5,53
6699,15.95,0.75,53
6701,12.8,0.475,53
6684,55.5,2.25,53
7038,22.7,1.7,53
7029,61.5,2.25,53
6696,13.65,0.95,53
6677,16.3,0.0,53
7017,66.7,2.35,53
6681,20.75,6.425,53
7020,23.4,5.5,54
7024,23.2,2.2,54
7036,16.3,1.45,54
6691,17.450000000000006,0.9,54
6687,20.35,1.7999999999999998,54
7041,17.6,1.65,54
6678,29.8,0.45,54
7040,15.5,1.5499999999999998,54
6674,64.15,2.45,54
7025,29.5,2.4000000000000004,54
7039,17.1,1.25,54
6699,15.95,0.75,54
7017,66.7,2.35,54
7045,19.4,1.5,54
7031,66.2,2.1,54
7025,29.5,2.4000000000000004,54
6675,6.8,0.0,54
7024,23.2,2.2,54
6686,18.05,0.25,54
7030,65.7,2.6,54
6690,14.5,0.575,54
6676,4.0,0.0,54
6701,12.8,0.475,54
7032,63.6,3.4,54
7029,61.5,2.25,54
6675,6.8,0.0,54
7032,63.6,3.4,54
6702,16.95,2.175,54
6699,15.95,0.75,54
7036,16.3,1.45,54
6694,13.2,0.45,54
7032,63.6,3.4,54
6700,26.0,0.825,54
6701,12.8,0.475,54
7028,54.6,3.95,54
7043,26.4,2.8,54
7035,19.8,1.9,54
6695,28.9,0.1,54
6681,20.75,6.425,54
7033,17.2,1.9,54
7047,33.1,2.8,54
7032,63.6,3.4,54
6701,12.8,0.475,54
7043,26.4,2.8,54
6694,13.2,0.45,54
7024,23.2,2.2,54
7045,19.4,1.5,54
6692,16.1,0.525,54
7047,33.1,2.8,54
7042,9.0,2.1,54
6672,21.2,0.425,54
7025,29.5,2.4000000000000004,54
6681,20.75,6.425,54
6700,26.0,0.825,54
6702,16.95,2.175,54
6701,12.8,0.475,54
7024,23.2,2.2,54
6682,21.85,0.0,54
7028,54.6,3.95,54
7035,19.8,1.9,54
6693,14.0,0.05,54
7035,19.8,1.9,54
7044,22.0,3.3,55
6696,13.65,0.95,55
6696,13.65,0.95,55
7037,18.7,1.9,55
6696,13.65,0.95,55
7020,23.4,5.5,55
7035,19.8,1.9,55
7020,23.4,5.5,55
7031,66.2,2.1,55
7020,23.4,5.5,55
7032,63.6,3.4,55
7029,61.5,2.25,55
6688,12.8,0.55,55
7039,17.1,1.25,55
6680,32.6,0.7,55
6682,21.85,0.0,55
7024,23.2,2.2,55
6683,30.1,1.175,55
6695,28.9,0.1,55
6698,17.65,1.125,55
6693,14.0,0.05,55
6677,16.3,0.0,55
6676,4.0,0.0,55
7017,66.7,2.35,55
7046,34.6,2.15,55
7042,9.0,2.1,55
7036,16.3,1.45,55
6680,32.6,0.7,55
6702,16.95,2.175,55
6687,20.35,1.7999999999999998,55
7046,34.6,2.15,55
7022,16.8,2.45,55
6690,14.5,0.575,55
6695,28.9,0.1,55
6683,30.1,1.175,55
7026,27.4,2.55,55
6682,21.85,0.0,55
7030,65.7,2.6,55
6696,13.65,0.95,55
6694,13.2,0.45,55
7040,15.5,1.5499999999999998,55
7031,66.2,2.1,55
7039,17.1,1.25,55
7019,36.0,3.7,55
6686,18.05,0.25,55
7042,9.0,2.1,55
7037,18.7,1.9,55
7028,54.6,3.95,55
7033,17.2,1.9,55
6674,64.15,2.45,55
6685,19.3,1.15,55
6691,17.450000000000006,0.9,55
7042,9.0,2.1,55
7033,17.2,1.9,55
7042,9.0,2.1,55
7046,34.6,2.15,55
7034,18.7,4.5,55
6697,16.6,0.275,55
7029,61.5,2.25,55
7022,16.8,2.45,55
7044,22.0,3.3,55
6675,6.8,0.0,55
7025,29.5,2.4000000000000004,56
7044,22.0,3.3,56
7031,66.2,2.1,56
7037,18.7,1.9,56
7036,16.3,1.45,56
7031,66.2,2.1,56
7039,17.1,1.25,56
7020,23.4,5.5,56
7038,22.7,1.7,56
7042,9.0,2.1,56
6694,13.2,0.45,56
7032,63.6,3.4,56
6696,13.65,0.95,56
7021,22.3,1.4,56
6684,55.5,2.25,56
7042,9.0,2.1,56
7036,16.3,1.45,56
6699,15.95,0.75,56
7034,18.7,4.5,56
6681,20.75,6.425,56
7042,9.0,2.1,56
7036,16.3,1.45,56
6684,55.5,2.25,56
7029,61.5,2.25,56
6674,64.15,2.45,56
6690,14.5,0.575,56
7039,17.1,1.25,56
6689,17.1,0.025,56
7028,54.6,3.95,56
7035,19.8,1.9,56
7023,24.1,1.8,56
7031,66.2,2.1,56
7044,22.0,3.3,56
7047,33.1,2.8,56
7042,9.0,2.1,56
6691,17.450000000000006,0.9,56
6684,55.5,2.25,56
6673,33.85,1.1,56
7046,34.6,2.15,56
6683,30.1,1.175,56
7040,15.5,1.5499999999999998,56
6678,29.8,0.45,56
7035,19.8,1.9,56
7044,22.0,3.3,56
6673,33.85,1.1,56
6692,16.1,0.525,56
7021,22.3,1.4,56
7023,24.1,1.8,56
7039,17.1,1.25,56
7028,54.6,3.95,56
6680,32.6,0.7,56
7033,17.2,1.9,56
6698,17.65,1.125,56
6682,21.85,0.0,56
6696,13.65,0.95,56
6698,17.65,1.125,56
6698,17.65,1.125,56
6676,4.0,0.0,56
6688,12.8,0.55,56
6695,28.9,0.1,56
6673,33.85,1.1,56
7024,23.2,2.2,56
6698,17.65,1.125,57
6690,14.5,0.575,57
7032,63.6,3.4,57
6692,16.1,0.525,57
7036,16.3,1.45,57
6678,29.8,0.45,57
6685,19.3,1.15,57
7038,22.7,1.7,57
6684,55.5,2.25,57
6677,16.3,0.0,57
7044,22.0,3.3,57
7040,15.5,1.5499999999999998,57
6701,12.8,0.475,57
7023,24.1,1.8,57
6686,18.05,0.25,57
6695,28.9,0.1,57
6682,21.85,0.0,57
6698,17.65,1.125,57
7017,66.7,2.35,57
7018,57.4,7.800000000000002,57
7017,66.7,2.35,57
7037,18.7,1.9,57
6683,30.1,1.175,57
7047,33.1,2.8,57
7024,23.2,2.2,57
6692,16.1,0.525,57
7042,9.0,2.1,57
6696,13.65,0.95,57
7041,17.6,1.65,57
6694,13.2,0.45,57
6701,12.8,0.475,57
6689,17.1,0.025,57
7040,15.5,1.5499999999999998,57
6697,16.6,0.275,57
6691,17.450000000000006,0.9,57
7026,27.4,2.55,57
7020,23.4,5.5,57
7032,63.6,3.4,57
6684,55.5,2.25,57
7027,19.9,5.449999999999998,57
6674,64.15,2.45,57
7040,15.5,1.5499999999999998,57
7038,22.7,1.7,57
7018,57.4,7.800000000000002,57
7027,19.9,5.449999999999998,57
7027,19.9,5.449999999999998,57
7029,61.5,2.25,57
6673,33.85,1.1,57
6693,14.0,0.05,57
7026,27.4,2.55,57
6675,6.8,0.0,57
7025,29.5,2.4000000000000004,57
7024,23.2,2.2,57
6700,26.0,0.825,57
7040,15.5,1.5499999999999998,57
6701,12.8,0.475,57
7032,63.6,3.4,57
6685,19.3,1.15,57
6673,33.85,1.1,57
6687,20.35,1.7999999999999998,57
6683,30.1,1.175,57
7042,9.0,2.1,57
7026,27.4,2.55,58
7024,23.2,2.2,58
7028,54.6,3.95,58
7023,24.1,1.8,58
7031,66.2,2.1,58
7045,19.4,1.5,58
6702,16.95,2.175,58
7030,65.7,2.6,58
7026,27.4,2.55,58
7017,66.7,2.35,58
7039,17.1,1.25,58
7018,57.4,7.800000000000002,58
7036,16.3,1.45,58
6685,19.3,1.15,58
6683,30.1,1.175,58
7030,65.7,2.6,58
6689,17.1,0.025,58
7020,23.4,5.5,58
6680,32.6,0.7,58
6697,16.6,0.275,58
6683,30.1,1.175,58
6682,21.85,0.0,58
6676,4.0,0.0,58
6679,21.8,0.9,58
7018,57.4,7.800000000000002,58
7026,27.4,2.55,58
6684,55.5,2.25,58
6680,32.6,0.7,58
7027,19.9,5.449999999999998,58
7021,22.3,1.4,58
7041,17.6,1.65,58
6680,32.6,0.7,58
7044,22.0,3.3,58
7031,66.2,2.1,58
6697,16.6,0.275,58
7033,17.2,1.9,58
7028,54.6,3.95,58
7040,15.5,1.5499999999999998,58
6691,17.450000000000006,0.9,58
6699,15.95,0.75,58
7042,9.0,2.1,58
6695,28.9,0.1,58
6672,21.2,0.425,58
7039,17.1,1.25,58
6696,13.65,0.95,58
7043,26.4,2.8,58
7031,66.2,2.1,58
6682,21.85,0.0,58
6676,4.0,0.0,58
6685,19.3,1.15,58
6689,17.1,0.025,58
6692,16.1,0.525,58
7039,17.1,1.25,58
7046,34.6,2.15,58
7022,16.8,2.45,58
7033,17.2,1.9,58
7031,66.2,2.1,58
7034,18.7,4.5,58
7040,15.5,1.5499999999999998,58
6676,4.0,0.0,58
6685,19.3,1.15,58
7047,33.1,2.8,58
7020,23.4,5.5,59
6680,32.6,0.7,59
6682,21.85,0.0,59
6675,6.8,0.0,59
6679,21.8,0.9,59
7036,16.3,1.45,59
7022,16.8,2.45,59
6699,15.95,0.75,59
7039,17.1,1.25,59
6685,19.3,1.15,59
7030,65.7,2.6,59
6673,33.85,1.1,59
6700,26.0,0.825,59
6691,17.450000000000006,0.9,59
7023,24.1,1.8,59
7030,65.7,2.6,59
6677,16.3,0.0,59
6683,30.1,1.175,59
7032,63.6,3.4,59
6687,20.35,1.7999999999999998,59
7031,66.2,2.1,59
6673,33.85,1.1,59
7025,29.5,2.4000000000000004,59
6676,4.0,0.0,59
7032,63.6,3.4,59
6691,17.450000000000006,0.9,59
6683,30.1,1.175,59
7033,17.2,1.9,59
7045,19.4,1.5,59
6687,20.35,1.7999999999999998,59
6701,12.8,0.475,59
6691,17.450000000000006,0.9,59
6692,16.1,0.525,59
6677,16.3,0.0,59
6680,32.6,0.7,59
6674,64.15,2.45,59
6691,17.450000000000006,0.9,59
7033,17.2,1.9,59
7047,33.1,2.8,59
7018,57.4,7.800000000000002,59
7022,16.8,2.45,59
7043,26.4,2.8,59
7045,19.4,1.5,59
7042,9.0,2.1,59
6688,12.8,0.55,59
7033,17.2,1.9,59
7043,26.4,2.8,59
7026,27.4,2.55,59
7034,18.7,4.5,59
6686,18.05,0.25,59
6690,14.5,0.575,59
6684,55.5,2.25,59
7035,19.8,1.9,59
6694,13.2,0.45,59
7029,61.5,2.25,59
6695,28.9,0.1,59
6695,28.9,0.1,59
6698,17.65,1.125,59
6694,13.2,0.45,59
6683,30.1,1.175,59
6682,21.85,0.0,59
6679,21.8,0.9,59
6695,28.9,0.1,60
7047,33.1,2.8,60
7026,27.4,2.55,60
6681,20.75,6.425,60
6695,28.9,0.1,60
6682,21.85,0.0,60
7018,57.4,7.800000000000002,60
7044,22.0,3.3,60
6700,26.0,0.825,60
7035,19.8,1.9,60
6684,55.5,2.25,60
6699,15.95,0.75,60
6676,4.0,0.0,60
6688,12.8,0.55,60
7021,22.3,1.4,60
6691,17.450000000000006,0.9,60
6675,6.8,0.0,60
7043,26.4,2.8,60
6699,15.95,0.75,60
7039,17.1,1.25,60
7039,17.1,1.25,60
7047,33.1,2.8,60
6687,20.35,1.7999999999999998,60
7038,22.7,1.7,60
7024,23.2,2.2,60
6701,12.8,0.475,60
6701,12.8,0.475,60
6691,17.450000000000006,0.9,60
7017,66.7,2.35,60
7047,33.1,2.8,60
7031,66.2,2.1,60
6697,16.6,0.275,60
6674,64.15,2.45,60
7019,36.0,3.7,60
6681,20.75,6.425,60
7022,16.8,2.45,60
7044,22.0,3.3,60
6688,12.8,0.55,60
7029,61.5,2.25,60
6701,12.8,0.475,60
6699,15.95,0.75,60
6694,13.2,0.45,60
6684,55.5,2.25,60
6696,13.65,0.95,60
7028,54.6,3.95,60
6689,17.1,0.025,60
6699,15.95,0.75,60
7020,23.4,5.5,60
7046,34.6,2.15,60
6673,33.85,1.1,60
6676,4.0,0.0,60
7043,26.4,2.8,60
7033,17.2,1.9,60
6689,17.1,0.025,60
7033,17.2,1.9,60
7029,61.5,2.25,60
7022,16.8,2.45,60
7044,22.0,3.3,60
7044,22.0,3.3,60
7029,61.5,2.25,60
7040,15.5,1.5499999999999998,60
7040,15.5,1.5499999999999998,60
7034,18.7,4.5,61
7043,26.4,2.8,61
7019,36.0,3.7,61
6682,21.85,0.0,61
7020,23.4,5.5,61
6696,13.65,0.95,61
6700,26.0,0.825,61
7041,17.6,1.65,61
7031,66.2,2.1,61
6672,21.2,0.425,61
7046,34.6,2.15,61
7022,16.8,2.45,61
6683,30.1,1.175,61
7037,18.7,1.9,61
7030,65.7,2.6,61
7023,24.1,1.8,61
6676,4.0,0.0,61
7032,63.6,3.4,61
6695,28.9,0.1,61
6692,16.1,0.525,61
6672,21.2,0.425,61
6695,28.9,0.1,61
6691,17.450000000000006,0.9,61
7042,9.0,2.1,61
6687,20.35,1.7999999999999998,61
6683,30.1,1.175,61
6697,16.6,0.275,61
6677,16.3,0.0,61
7043,26.4,2.8,61
6690,14.5,0.575,61
6675,6.8,0.0,61
7037,18.7,1.9,61
6676,4.0,0.0,61
7028,54.6,3.95,61
6697,16.6,0.275,61
7025,29.5,2.4000000000000004,61
6702,16.95,2.175,61
6689,17.1,0.025,61
6680,32.6,0.7,61
7019,36.0,3.7,61
6702,16.95,2.175,61
7024,23.2,2.2,61
6688,12.8,0.55,61
7034,18.7,4.5,61
7032,63.6,3.4,61
7034,18.7,4.5,61
7043,26.4,2.8,61
7041,17.6,1.65,61
7021,22.3,1.4,61
7022,16.8,2.45,61
7038,22.7,1.7,61
6680,32.6,0.7,61
7021,22.3,1.4,61
7028,54.6,3.95,61
6678,29.8,0.45,61
6673,33.85,1.1,61
6673,33.85,1.1,61
7040,15.5,1.5499999999999998,61
6692,16.1,0.525,61
7026,27.4,2.55,61
6683,30.1,1.175,61
6683,30.1,1.175,61
7027,19.9,5.449999999999998,62
6675,6.8,0.0,62
7021,22.3,1.4,62
7043,26.4,2.8,62
7037,18.7,1.9,62
7040,15.5,1.5499999999999998,62
7045,19.4,1.5,62
7024,23.2,2.2,62
6676,4.0,0.0,62
7040,15.5,1.5499999999999998,62
6697,16.6,0.275,62
7041,17.6,1.65,62
7017,66.7,2.35,62
7042,9.0,2.1,62
7034,18.7,4.5,62
6685,19.3,1.15,62
6684,55.5,2.25,62
6695,28.9,0.1,62
6689,17.1,0.025,62
6684,55.5,2.25,62
7032,63.6,3.4,62
7039,17.1,1.25,62
7032,63.6,3.4,62
7041,17.6,1.65,62
7017,66.7,2.35,62
7025,29.5,2.4000000000000004,62
6695,28.9,0.1,62
7034,18.7,4.5,62
6689,17.1,0.025,62
6685,19.3,1.15,62
7017,66.7,2.35,62
6697,16.6,0.275,62
6676,4.0,0.0,62
6673,33.85,1.1,62
7017,66.7,2.35,62
6673,33.85,1.1,62
7045,19.4,1.5,62
7026,27.4,2.55,62
6678,29.8,0.45,62
6686,18.05,0.25,62
7033,17.2,1.9,62
7024,23.2,2.2,62
7025,29.5,2.4000000000000004,62
6701,12.8,0.475,62
6694,13.2,0.45,62
6698,17.65,1.125,62
6684,55.5,2.25,62
6699,15.95,0.75,62
7043,26.4,2.8,62
6698,17.65,1.125,62
6701,12.8,0.475,62
6673,33.85,1.1,62
6701,12.8,0.475,62
6674,64.15,2.45,62
7040,15.5,1.5499999999999998,62
6693,14.0,0.05,62
6700,26.0,0.825,62
6685,19.3,1.15,62
7030,65.7,2.6,62
6686,18.05,0.25,62
7035,19.8,1.9,62
6685,19.3,1.15,62
7034,18.7,4.5,63
7019,36.0,3.7,63
7033,17.2,1.9,63
6674,64.15,2.45,63
7029,61.5,2.25,63
6688,12.8,0.55,63
7033,17.2,1.9,63
7020,23.4,5.5,63
7034,18.7,4.5,63
7018,57.4,7.800000000000002,63
7022,16.8,2.45,63
7047,33.1,2.8,63
7018,57.4,7.800000000000002,63
7033,17.2,1.9,63
7046,34.6,2.15,63
6694,13.2,0.45,63
7040,15.5,1.5499999999999998,63
6699,15.95,0.75,63
6688,12.8,0.55,63
6683,30.1,1.175,63
7043,26.4,2.8,63
6680,32.6,0.7,63
6680,32.6,0.7,63
6682,21.85,0.0,63
6701,12.8,0.475,63
6689,17.1,0.025,63
7033,17.2,1.9,63
6688,12.8,0.55,63
6689,17.1,0.025,63
7043,26.4,2.8,63
7032,63.6,3.4,63
7022,16.8,2.45,63
6685,19.3,1.15,63
6686,18.05,0.25,63
6672,21.2,0.425,63
6679,21.8,0.9,63
6682,21.85,0.0,63
7032,63.6,3.4,63
6699,15.95,0.75,63
7018,57.4,7.800000000000002,63
7022,16.8,2.45,63
6681,20.75,6.425,63
7040,15.5,1.5499999999999998,63
7034,18.7,4.5,63
7036,16.3,1.45,63
6675,6.8,0.0,63
6692,16.1,0.525,63
6685,19.3,1.15,63
6687,20.35,1.7999999999999998,63
7034,18.7,4.5,63
6680,32.6,0.7,63
7026,27.4,2.55,63
7026,27.4,2.55,63
7032,63.6,3.4,63
6673,33.85,1.1,63
6702,16.95,2.175,63
7018,57.4,7.800000000000002,63
7033,17.2,1.9,63
7039,17.1,1.25,63
7035,19.8,1.9,63
7022,16.8,2.45,63
6684,55.5,2.25,63
6696,13.65,0.95,64
6673,33.85,1.1,64
7019,36.0,3.7,64
6702,16.95,2.175,64
7025,29.5,2.4000000000000004,64
7027,19.9,5.449999999999998,64
7038,22.7,1.7,64
7030,65.7,2.6,64
6699,15.95,0.75,64
6700,26.0,0.825,64
7031,66.2,2.1,64
6701,12.8,0.475,64
7044,22.0,3.3,64
7034,18.7,4.5,64
7018,57.4,7.800000000000002,64
7046,34.6,2.15,64
6689,17.1,0.025,64
6680,32.6,0.7,64
7031,66.2,2.1,64
7046,34.6,2.15,64
7039,17.1,1.25,64
7021,22.3,1.4,64
7036,16.3,1.45,64
7024,23.2,2.2,64
7020,23.4,5.5,64
6699,15.95,0.75,64
7041,17.6,1.65,64
6700,26.0,0.825,64
6680,32.6,0.7,64
6684,55.5,2.25,64
6684,55.5,2.25,64
7023,24.1,1.8,64
7020,23.4,5.5,64
7037,18.7,1.9,64
6698,17.65,1.125,64
6702,16.95,2.175,64
7043,26.4,2.8,64
7044,22.0,3.3,64
7040,15.5,1.5499999999999998,64
6684,55.5,2.25,64
6691,17.450000000000006,0.9,64
7023,24.1,1.8,64
6699,15.95,0.75,64
7026,27.4,2.55,64
7024,23.2,2.2,64
7043,26.4,2.8,64
7027,19.9,5.449999999999998,64
7025,29.5,2.4000000000000004,64
6681,20.75,6.425,64
7022,16.8,2.45,64
6672,21.2,0.425,64
6673,33.85,1.1,64
6672,21.2,0.425,64
7041,17.6,1.65,64
6698,17.65,1.125,64
7019,36.0,3.7,64
6686,18.05,0.25,64
7044,22.0,3.3,64
6696,13.65,0.95,64
7037,18.7,1.9,64
7021,22.3,1.4,64
7021,22.3,1.4,64
6701,12.8,0.475,65
6674,64.15,2.45,65
7038,22.7,1.7,65
6675,6.8,0.0,65
7031,66.2,2.1,65
6676,4.0,0.0,65
7021,22.3,1.4,65
6682,21.85,0.0,65
6695,28.9,0.1,65
6674,64.15,2.45,65
7019,36.0,3.7,65
7033,17.2,1.9,65
6678,29.8,0.45,65
6682,21.85,0.0,65
7036,16.3,1.45,65
7035,19.8,1.9,65
6683,30.1,1.175,65
6695,28.9,0.1,65
7044,22.0,3.3,65
6690,14.5,0.575,65
6679,21.8,0.9,65
6676,4.0,0.0,65
6672,21.2,0.425,65
7044,22.0,3.3,65
6702,16.95,2.175,65
6672,21.2,0.425,65
6691,17.450000000000006,0.9,65
7041,17.6,1.65,65
6697,16.6,0.275,65
6691,17.450000000000006,0.9,65
7038,22.7,1.7,65
7036,16.3,1.45,65
7017,66.7,2.35,65
7045,19.4,1.5,65
7031,66.2,2.1,65
7043,26.4,2.8,65
6696,13.65,0.95,65
7032,63.6,3.4,65
7033,17.2,1.9,65
6701,12.8,0.475,65
7045,19.4,1.5,65
6695,28.9,0.1,65
7046,34.6,2.15,65
6690,14.5,0.575,65
6690,14.5,0.575,65
6693,14.0,0.05,65
6694,13.2,0.45,65
6692,16.1,0.525,65
7032,63.6,3.4,65
7030,65.7,2.6,65
7017,66.7,2.35,65
6701,12.8,0.475,65
6688,12.8,0.55,65
7023,24.1,1.8,65
7044,22.0,3.3,65
7026,27.4,2.55,65
6672,21.2,0.425,65
6693,14.0,0.05,65
6691,17.450000000000006,0.9,65
6697,16.6,0.275,65
7027,19.9,5.449999999999998,65
7037,18.7,1.9,65
6686,18.05,0.25,66
7026,27.4,2.55,66
7045,19.4,1.5,66
6681,20.75,6.425,66
7045,19.4,1.5,66
7036,16.3,1.45,66
7045,19.4,1.5,66
7040,15.5,1.5499999999999998,66
6694,13.2,0.45,66
7042,9.0,2.1,66
7026,27.4,2.55,66
7025,29.5,2.4000000000000004,66
6680,32.6,0.7,66
6685,19.3,1.15,66
7047,33.1,2.8,66
7034,18.7,4.5,66
6684,55.5,2.25,66
6679,21.8,0.9,66
6690,14.5,0.575,66
6701,12.8,0.475,66
7037,18.7,1.9,66
6699,15.95,0.75,66
6698,17.65,1.125,66
6678,29.8,0.45,66
7029,61.5,2.25,66
7027,19.9,5.449999999999998,66
7029,61.5,2.25,66
6697,16.6,0.275,66
6674,64.15,2.45,66
6676,4.0,0.0,66
7035,19.8,1.9,66
7045,19.4,1.5,66
7037,18.7,1.9,66
7035,19.8,1.9,66
6691,17.450000000000006,0.9,66
6700,26.0,0.825,66
7030,65.7,2.6,66
6690,14.5,0.575,66
6696,13.65,0.95,66
6684,55.5,2.25,66
6686,18.05,0.25,66
6695,28.9,0.1,66
7043,26.4,2.8,66
6683,30.1,1.175,66
7042,9.0,2.1,66
7035,19.8,1.9,66
7042,9.0,2.1,66
7034,18.7,4.5,66
6680,32.6,0.7,66
6692,16.1,0.525,66
7045,19.4,1.5,66
7042,9.0,2.1,66
7042,9.0,2.1,66
7028,54.6,3.95,66
6687,20.35,1.7999999999999998,66
6691,17.450000000000006,0.9,66
7025,29.5,2.4000000000000004,66
7030,65.7,2.6,66
6699,15.95,0.75,66
7023,24.1,1.8,66
6684,55.5,2.25,66
7023,24.1,1.8,66
6680,32.6,0.7,67
7045,19.4,1.5,67
6700,26.0,0.825,67
6699,15.95,0.75,67
6689,17.1,0.025,67
7029,61.5,2.25,67
7044,22.0,3.3,67
6690,14.5,0.575,67
7030,65.7,2.6,67
7036,16.3,1.45,67
7032,63.6,3.4,67
