,NO2,SO2,sample
6693,14.0,0.05,16
6681,20.75,6.425,16
7026,27.4,2.55,16
6677,16.3,0.0,16
6688,12.8,0.55,16
6683,30.1,1.175,16
6677,16.3,0.0,16
7028,54.6,3.95,16
6693,14.0,0.05,16
7035,19.8,1.9,16
6687,20.35,1.7999999999999998,16
6675,6.8,0.0,16
6696,13.65,0.95,16
7018,57.4,7.800000000000002,16
7042,9.0,2.1,16
6672,21.2,0.425,16
6686,18.05,0.25,16
6688,12.8,0.55,16
7028,54.6,3.95,16
7043,26.4,2.8,17
6690,14.5,0.575,17
7039,17.1,1.25,17
7035,19.8,1.9,17
6690,14.5,0.575,17
6691,17.450000000000006,0.9,17
6672,21.2,0.425,17
6694,13.2,0.45,17
6687,20.35,1.7999999999999998,17
6695,28.9,0.1,17
6691,17.450000000000006,0.9,17
6686,18.05,0.25,17
7043,26.4,2.8,17
6695,28.9,0.1,17
7043,26.4,2.8,17
7022,16.8,2.45,17
7026,27.4,2.55,17
7018,57.4,7.800000000000002,17
7017,66.7,2.35,17
7043,26.4,2.8,17
7046,34.6,2.15,17
7041,17.6,1.65,17
6702,16.95,2.175,17
6686,18.05,0.25,17
6672,21.2,0.425,17
7034,18.7,4.5,17
6683,30.1,1.175,17
7020,23.4,5.5,17
7022,16.8,2.45,17
7033,17.2,1.9,17
6701,12.8,0.475,17
6697,16.6,0.275,17
6682,21.85,0.0,17
7045,19.4,1.5,17
7017,66.7,2.35,17
6673,33.85,1.1,17
6681,20.75,6.425,17
7045,19.4,1.5,17
7031,66.2,2.1,17
6693,14.0,0.05,17
6680,32.6,0.7,17
7039,17.1,1.25,17
7040,15.5,1.5499999999999998,17
7042,9.0,2.1,17
7044,22.0,3.3,17
6701,12.8,0.475,17
7038,22.7,1.7,17
6696,13.65,0.95,17
6692,16.1,0.525,17
6689,17.1,0.025,17
6691,17.450000000000006,0.9,17
7036,16.3,1.45,17
7025,29.5,2.4000000000000004,17
6687,20.35,1.7999999999999998,17
7034,18.7,4.5,17
7024,23.2,2.2,17
7020,23.4,5.5,17
6700,26.0,0.825,17
7031,66.2,2.1,17
7041,17.6,1.65,17
6701,12.8,0.475,17
7037,18.7,1.9,17
7040,15.5,1.5499999999999998,18
7038,22.7,1.7,18
7033,17.2,1.9,18
6674,64.15,2.45,18
7040,15.5,1.5499999999999998,18
7017,66.7,2.35,18
7043,26.4,2.8,18
6685,19.3,1.15,18
6697,16.6,0.275,18
6676,4.0,0.0,18
6699,15.95,0.75,18
6679,21.8,0.9,18
7030,65.7,2.6,18
7033,17.2,1.9,18
7018,57.4,7.800000000000002,18
7021,22.3,1.4,18
7045,19.4,1.5,18
6684,55.5,2.25,18
6691,17.450000000000006,0.9,18
6689,17.1,0.025,18
7036,16.3,1.45,18
7035,19.8,1.9,18
6691,17.450000000000006,0.9,18
7028,54.6,3.95,18
7018,57.4,7.800000000000002,18
6692,16.1,0.525,18
7031,66.2,2.1,18
6695,28.9,0.1,18
6699,15.95,0.75,18
6676,4.0,0.0,18
6701,12.8,0.475,18
7028,54.6,3.95,18
7038,22.7,1.7,18
6695,28.9,0.1,18
7024,23.2,2.2,18
6685,19.3,1.15,18
7021,22.3,1.4,18
7021,22.3,1.4,18
6697,16.6,0.275,18
7040,15.5,1.5499999999999998,18
6684,55.5,2.25,18
7025,29.5,2.4000000000000004,18
6692,16.1,0.525,18
6697,16.6,0.275,18
7019,36.0,3.7,18
7025,29.5,2.4000000000000004,18
6685,19.3,1.15,18
6692,16.1,0.525,18
7028,54.6,3.95,18
7044,22.0,3.3,18
7034,18.7,4.5,18
7032,63.6,3.4,18
7035,19.8,1.9,18
6690,14.5,0.575,18
6683,30.1,1.175,18
7021,22.3,1.4,18
7043,26.4,2.8,18
6701,12.8,0.475,18
7029,61.5,2.25,18
7018,57.4,7.800000000000002,18
7029,61.5,2.25,18
6694,13.2,0.45,18
7047,33.1,2.8,19
7026,27.4,2.55,19
6684,55.5,2.25,19
6699,15.95,0.75,19
6699,15.95,0.75,19
6690,14.5,0.575,19
7022,16.8,2.45,19
6702,16.95,2.175,19
7035,19.8,1.9,19
7027,19.9,5.449999999999998,19
7024,23.2,2.2,19
6688,12.8,0.55,19
6699,15.95,0.75,19
6675,6.8,0.0,19
6677,16.3,0.0,19
7045,19.4,1.5,19
6690,14.5,0.575,19
7043,26.4,2.8,19
6694,13.2,0.45,19
7025,29.5,2.4000000000000004,19
7045,19.4,1.5,19
7030,65.7,2.6,19
7027,19.9,5.449999999999998,19
6677,16.3,0.0,19
6695,28.9,0.1,19
6693,14.0,0.05,19
7038,22.7,1.7,19
6692,16.1,0.525,19
6685,19.3,1.15,19
6695,28.9,0.1,19
6696,13.65,0.95,19
6688,12.8,0.55,19
7044,22.0,3.3,19
7036,16.3,1.45,19
7031,66.2,2.1,19
7020,23.4,5.5,19
6688,12.8,0.55,19
7041,17.6,1.65,19
6699,15.95,0.75,19
6673,33.85,1.1,19
7019,36.0,3.7,19
6672,21.2,0.425,19
7032,63.6,3.4,19
6674,64.15,2.45,19
7044,22.0,3.3,19
7041,17.6,1.65,19
6693,14.0,0.05,19
7027,19.9,5.449999999999998,19
6675,6.8,0.0,19
6686,18.05,0.25,19
7021,22.3,1.4,19
7024,23.2,2.2,19
7039,17.1,1.25,19
6683,30.1,1.175,19
7022,16.8,2.45,19
7033,17.2,1.9,19
7026,27.4,2.55,19
7043,26.4,2.8,19
6678,29.8,0.45,19
6702,16.95,2.175,19
6676,4.0,0.0,19
6698,17.65,1.125,19
6696,13.65,0.95,20
6688,12.8,0.55,20
6699,15.95,0.75,20
7040,15.5,1.5499999999999998,20
6698,17.65,1.125,20
7038,22.7,1.7,20
6697,16.6,0.275,20
7034,18.7,4.5,20
6700,26.0,0.825,20
7045,19.4,1.5,20
6698,17.65,1.125,20
6688,12.8,0.55,20
7046,34.6,2.15,20
7023,24.1,1.8,20
6687,20.35,1.7999999999999998,20
6680,32.6,0.7,20
7017,66.7,2.35,20
6672,21.2,0.425,20
6680,32.6,0.7,20
7035,19.8,1.9,20
6678,29.8,0.45,20
7029,61.5,2.25,20
7022,16.8,2.45,20
7025,29.5,2.4000000000000004,20
7036,16.3,1.45,20
7030,65.7,2.6,20
7045,19.4,1.5,20
6677,16.3,0.0,20
7022,16.8,2.45,20
7047,33.1,2.8,20
7024,23.2,2.2,20
6675,6.8,0.0,20
7034,18.7,4.5,20
7022,16.8,2.45,20
6681,20.75,6.425,20
6681,20.75,6.425,20
7034,18.7,4.5,20
7020,23.4,5.5,20
6679,21.8,0.9,20
6694,13.2,0.45,20
7034,18.7,4.5,20
7037,18.7,1.9,20
6678,29.8,0.45,20
7038,22.7,1.7,20
6673,33.85,1.1,20
7023,24.1,1.8,20
6691,17.450000000000006,0.9,20
6702,16.95,2.175,20
6701,12.8,0.475,20
7033,17.2,1.9,20
6696,13.65,0.95,20
6681,20.75,6.425,20
7045,19.4,1.5,20
6688,12.8,0.55,20
6680,32.6,0.7,20
7028,54.6,3.95,20
7043,26.4,2.8,20
7017,66.7,2.35,20
6695,28.9,0.1,20
6687,20.35,1.7999999999999998,20
7031,66.2,2.1,20
6683,30.1,1.175,20
7020,23.4,5.5,21
7038,22.7,1.7,21
7028,54.6,3.95,21
7032,63.6,3.4,21
7031,66.2,2.1,21
6688,12.8,0.55,21
6700,26.0,0.825,21
7042,9.0,2.1,21
7021,22.3,1.4,21
7020,23.4,5.5,21
6675,6.8,0.0,21
6678,29.8,0.45,21
6690,14.5,0.575,21
7032,63.6,3.4,21
6699,15.95,0.75,21
7026,27.4,2.55,21
6693,14.0,0.05,21
6692,16.1,0.525,21
6676,4.0,0.0,21
7030,65.7,2.6,21
7034,18.7,4.5,21
7017,66.7,2.35,21
7045,19.4,1.5,21
6672,21.2,0.425,21
6691,17.450000000000006,0.9,21
6699,15.95,0.75,21
7042,9.0,2.1,21
7029,61.5,2.25,21
7039,17.1,1.25,21
7033,17.2,1.9,21
7022,16.8,2.45,21
7045,19.4,1.5,21
6683,30.1,1.175,21
6689,17.1,0.025,21
7038,22.7,1.7,21
7030,65.7,2.6,21
7036,16.3,1.45,21
7035,19.8,1.9,21
6676,4.0,0.0,21
6702,16.95,2.175,21
6673,33.85,1.1,21
7030,65.7,2.6,21
7044,22.0,3.3,21
6680,32.6,0.7,21
6673,33.85,1.1,21
6689,17.1,0.025,21
7041,17.6,1.65,21
7020,23.4,5.5,21
7029,61.5,2.25,21
6696,13.65,0.95,21
6687,20.35,1.7999999999999998,21
7043,26.4,2.8,21
7026,27.4,2.55,21
7029,61.5,2.25,21
7031,66.2,2.1,21
6691,17.450000000000006,0.9,21
7044,22.0,3.3,21
6675,6.8,0.0,21
7038,22.7,1.7,21
7017,66.7,2.35,21
7037,18.7,1.9,21
6691,17.450000000000006,0.9,21
7024,23.2,2.2,22
6686,18.05,0.25,22
6689,17.1,0.025,22
6678,29.8,0.45,22
6674,64.15,2.45,22
6679,21.8,0.9,22
6700,26.0,0.825,22
6679,21.8,0.9,22
6672,21.2,0.425,22
7028,54.6,3.95,22
7039,17.1,1.25,22
6692,16.1,0.525,22
7024,23.2,2.2,22
7030,65.7,2.6,22
6673,33.85,1.1,22
7019,36.0,3.7,22
6692,16.1,0.525,22
7033,17.2,1.9,22
7018,57.4,7.800000000000002,22
7041,17.6,1.65,22
7024,23.2,2.2,22
7042,9.0,2.1,22
7025,29.5,2.4000000000000004,22
6678,29.8,0.45,22
6686,18.05,0.25,22
6680,32.6,0.7,22
6701,12.8,0.475,22
7029,61.5,2.25,22
7036,16.3,1.45,22
7040,15.5,1.5499999999999998,22
7045,19.4,1.5,22
7038,22.7,1.7,22
6688,12.8,0.55,22
7023,24.1,1.8,22
7026,27.4,2.55,22
7024,23.2,2.2,22
7033,17.2,1.9,22
6692,16.1,0.525,22
6674,64.15,2.45,22
7022,16.8,2.45,22
7046,34.6,2.15,22
6688,12.8,0.55,22
6688,12.8,0.55,22
7039,17.1,1.25,22
6682,21.85,0.0,22
6681,20.75,6.425,22
6672,21.2,0.425,22
6681,20.75,6.425,22
6696,13.65,0.95,22
6687,20.35,1.7999999999999998,22
7040,15.5,1.5499999999999998,22
7044,22.0,3.3,22
7023,24.1,1.8,22
7039,17.1,1.25,22
7017,66.7,2.35,22
7037,18.7,1.9,22
6696,13.65,0.95,22
6684,55.5,2.25,22
7028,54.6,3.95,22
6687,20.35,1.7999999999999998,22
7035,19.8,1.9,22
7026,27.4,2.55,22
6691,17.450000000000006,0.9,23
6699,15.95,0.75,23
7045,19.4,1.5,23
6679,21.8,0.9,23
7042,9.0,2.1,23
6702,16.95,2.175,23
7039,17.1,1.25,23
6699,15.95,0.75,23
6700,26.0,0.825,23
7027,19.9,5.449999999999998,23
7047,33.1,2.8,23
7019,36.0,3.7,23
7022,16.8,2.45,23
7027,19.9,5.449999999999998,23
7045,19.4,1.5,23
6691,17.450000000000006,0.9,23
6676,4.0,0.0,23
6698,17.65,1.125,23
7022,16.8,2.45,23
7022,16.8,2.45,23
6702,16.95,2.175,23
7018,57.4,7.800000000000002,23
7033,17.2,1.9,23
7017,66.7,2.35,23
6688,12.8,0.55,23
7028,54.6,3.95,23
6694,13.2,0.45,23
7033,17.2,1.9,23
7030,65.7,2.6,23
7026,27.4,2.55,23
7022,16.8,2.45,23
7044,22.0,3.3,23
7042,9.0,2.1,23
6688,12.8,0.55,23
7033,17.2,1.9,23
6689,17.1,0.025,23
6685,19.3,1.15,23
7045,19.4,1.5,23
6687,20.35,1.7999999999999998,23
7046,34.6,2.15,23
6695,28.9,0.1,23
7024,23.2,2.2,23
6674,64.15,2.45,23
6684,55.5,2.25,23
7024,23.2,2.2,23
6692,16.1,0.525,23
7046,34.6,2.15,23
6690,14.5,0.575,23
6687,20.35,1.7999999999999998,23
6699,15.95,0.75,23
6676,4.0,0.0,23
6679,21.8,0.9,23
6686,18.05,0.25,23
7039,17.1,1.25,23
6680,32.6,0.7,23
6689,17.1,0.025,23
6691,17.450000000000006,0.9,23
7021,22.3,1.4,23
7030,65.7,2.6,23
7044,22.0,3.3,23
7029,61.5,2.25,23
6697,16.6,0.275,23
6673,33.85,1.1,24
7023,24.1,1.8,24
6677,16.3,0.0,24
6674,64.15,2.45,24
6692,16.1,0.525,24
6694,13.2,0.45,24
6697,16.6,0.275,24
7034,18.7,4.5,24
7043,26.4,2.8,24
6693,14.0,0.05,24
6691,17.450000000000006,0.9,24
7030,65.7,2.6,24
6701,12.8,0.475,24
7045,19.4,1.5,24
7017,66.7,2.35,24
7033,17.2,1.9,24
6673,33.85,1.1,24
7033,17.2,1.9,24
7025,29.5,2.4000000000000004,24
7024,23.2,2.2,24
7023,24.1,1.8,24
6701,12.8,0.475,24
7017,66.7,2.35,24
6698,17.65,1.125,24
6683,30.1,1.175,24
7031,66.2,2.1,24
6694,13.2,0.45,24
6686,18.05,0.25,24
7045,19.4,1.5,24
7020,23.4,5.5,24
7026,27.4,2.55,24
7035,19.8,1.9,24
7028,54.6,3.95,24
6674,64.15,2.45,24
6686,18.05,0.25,24
6676,4.0,0.0,24
6699,15.95,0.75,24
7025,29.5,2.4000000000000004,24
6681,20.75,6.425,24
7031,66.2,2.1,24
6693,14.0,0.05,24
6674,64.15,2.45,24
7035,19.8,1.9,24
7024,23.2,2.2,24
7023,24.1,1.8,24
7021,22.3,1.4,24
7029,61.5,2.25,24
6673,33.85,1.1,24
7039,17.1,1.25,24
7042,9.0,2.1,24
6696,13.65,0.95,24
7023,24.1,1.8,24
6701,12.8,0.475,24
7047,33.1,2.8,24
6677,16.3,0.0,24
6686,18.05,0.25,24
6692,16.1,0.525,24
7043,26.4,2.8,24
6691,17.450000000000006,0.9,24
6684,55.5,2.25,24
6682,21.85,0.0,24
6675,6.8,0.0,24
7038,22.7,1.7,25
7019,36.0,3.7,25
6685,19.3,1.15,25
7044,22.0,3.3,25
7043,26.4,2.8,25
7023,24.1,1.8,25
7043,26.4,2.8,25
6683,30.1,1.175,25
6685,19.3,1.15,25
7041,17.6,1.65,25
6685,19.3,1.15,25
6696,13.65,0.95,25
6690,14.5,0.575,25
7045,19.4,1.5,25
7042,9.0,2.1,25
6689,17.1,0.025,25
7040,15.5,1.5499999999999998,25
7044,22.0,3.3,25
7034,18.7,4.5,25
6683,30.1,1.175,25
6674,64.15,2.45,25
7022,16.8,2.45,25
7039,17.1,1.25,25
6680,32.6,0.7,25
6700,26.0,0.825,25
6699,15.95,0.75,25
7038,22.7,1.7,25
6693,14.0,0.05,25
6672,21.2,0.425,25
6683,30.1,1.175,25
6675,6.8,0.0,25
6695,28.9,0.1,25
7046,34.6,2.15,25
6674,64.15,2.45,25
7044,22.0,3.3,25
6677,16.3,0.0,25
6672,21.2,0.425,25
6688,12.8,0.55,25
6674,64.15,2.45,25
7036,16.3,1.45,25
6674,64.15,2.45,25
7041,17.6,1.65,25
6680,32.6,0.7,25
6689,17.1,0.025,25
7018,57.4,7.800000000000002,25
7028,54.6,3.95,25
6697,16.6,0.275,25
7041,17.6,1.65,25
6693,14.0,0.05,25
7045,19.4,1.5,25
7042,9.0,2.1,25
6672,21.2,0.425,25
6690,14.5,0.575,25
6677,16.3,0.0,25
6697,16.6,0.275,25
6692,16.1,0.525,25
7047,33.1,2.8,25
6676,4.0,0.0,25
6689,17.1,0.025,25
7030,65.7,2.6,25
6686,18.05,0.25,25
6691,17.450000000000006,0.9,25
7033,17.2,1.9,26
7039,17.1,1.25,26
6699,15.95,0.75,26
7042,9.0,2.1,26
7022,16.8,2.45,26
7036,16.3,1.45,26
6680,32.6,0.7,26
6697,16.6,0.275,26
6691,17.450000000000006,0.9,26
7028,54.6,3.95,26
6678,29.8,0.45,26
7036,16.3,1.45,26
7043,26.4,2.8,26
6680,32.6,0.7,26
7018,57.4,7.800000000000002,26
6693,14.0,0.05,26
6672,21.2,0.425,26
6679,21.8,0.9,26
7035,19.8,1.9,26
7040,15.5,1.5499999999999998,26
7019,36.0,3.7,26
7033,17.2,1.9,26
7024,23.2,2.2,26
7046,34.6,2.15,26
6696,13.65,0.95,26
7018,57.4,7.800000000000002,26
6680,32.6,0.7,26
7041,17.6,1.65,26
7029,61.5,2.25,26
7029,61.5,2.25,26
7034,18.7,4.5,26
6688,12.8,0.55,26
7042,9.0,2.1,26
6682,21.85,0.0,26
6690,14.5,0.575,26
6693,14.0,0.05,26
6680,32.6,0.7,26
6681,20.75,6.425,26
6696,13.65,0.95,26
6692,16.1,0.525,26
6682,21.85,0.0,26
6691,17.450000000000006,0.9,26
6683,30.1,1.175,26
7024,23.2,2.2,26
7035,19.8,1.9,26
6686,18.05,0.25,26
6677,16.3,0.0,26
6688,12.8,0.55,26
7042,9.0,2.1,26
6676,4.0,0.0,26
6686,18.05,0.25,26
7017,66.7,2.35,26
7045,19.4,1.5,26
7033,17.2,1.9,26
7036,16.3,1.45,26
6674,64.15,2.45,26
6674,64.15,2.45,26
6686,18.05,0.25,26
7033,17.2,1.9,26
7017,66.7,2.35,26
6679,21.8,0.9,26
6677,16.3,0.0,26
6676,4.0,0.0,27
7032,63.6,3.4,27
6687,20.35,1.7999999999999998,27
7031,66.2,2.1,27
7038,22.7,1.7,27
6688,12.8,0.55,27
7024,23.2,2.2,27
6676,4.0,0.0,27
6695,28.9,0.1,27
6698,17.65,1.125,27
6696,13.65,0.95,27
6692,16.1,0.525,27
7031,66.2,2.1,27
6679,21.8,0.9,27
7031,66.2,2.1,27
7019,36.0,3.7,27
6686,18.05,0.25,27
7020,23.4,5.5,27
6697,16.6,0.275,27
7021,22.3,1.4,27
7019,36.0,3.7,27
7020,23.4,5.5,27
7040,15.5,1.5499999999999998,27
7038,22.7,1.7,27
6686,18.05,0.25,27
6674,64.15,2.45,27
7026,27.4,2.55,27
6680,32.6,0.7,27
7021,22.3,1.4,27
7037,18.7,1.9,27
7028,54.6,3.95,27
7041,17.6,1.65,27
7043,26.4,2.8,27
6697,16.6,0.275,27
6681,20.75,6.425,27
6701,12.8,0.475,27
7027,19.9,5.449999999999998,27
7046,34.6,2.15,27
7021,22.3,1.4,27
7043,26.4,2.8,27
6688,12.8,0.55,27
6696,13.65,0.95,27
6682,21.85,0.0,27
7044,22.0,3.3,27
7041,17.6,1.65,27
7032,63.6,3.4,27
6702,16.95,2.175,27
6683,30.1,1.175,27
6696,13.65,0.95,27
6697,16.6,0.275,27
7024,23.2,2.2,27
7041,17.6,1.65,27
6684,55.5,2.25,27
6701,12.8,0.475,27
6674,64.15,2.45,27
7039,17.1,1.25,27
6702,16.95,2.175,27
6692,16.1,0.525,27
7031,66.2,2.1,27
7020,23.4,5.5,27
7041,17.6,1.65,27
6700,26.0,0.825,27
6684,55.5,2.25,28
6701,12.8,0.475,28
6677,16.3,0.0,28
6682,21.85,0.0,28
6682,21.85,0.0,28
6675,6.8,0.0,28
7035,19.8,1.9,28
6693,14.0,0.05,28
7019,36.0,3.7,28
6701,12.8,0.475,28
6676,4.0,0.0,28
6702,16.95,2.175,28
6699,15.95,0.75,28
6702,16.95,2.175,28
6694,13.2,0.45,28
6674,64.15,2.45,28
7020,23.4,5.5,28
6692,16.1,0.525,28
7045,19.4,1.5,28
6692,16.1,0.525,28
6681,20.75,6.425,28
7044,22.0,3.3,28
6683,30.1,1.175,28
6698,17.65,1.125,28
7022,16.8,2.45,28
6683,30.1,1.175,28
6694,13.2,0.45,28
6693,14.0,0.05,28
6694,13.2,0.45,28
6694,13.2,0.45,28
6686,18.05,0.25,28
6697,16.6,0.275,28
7039,17.1,1.25,28
6699,15.95,0.75,28
6684,55.5,2.25,28
7020,23.4,5.5,28
7022,16.8,2.45,28
7029,61.5,2.25,28
7023,24.1,1.8,28
6675,6.8,0.0,28
6685,19.3,1.15,28
7032,63.6,3.4,28
7022,16.8,2.45,28
6679,21.8,0.9,28
7019,36.0,3.7,28
6673,33.85,1.1,28
6679,21.8,0.9,28
7042,9.0,2.1,28
6696,13.65,0.95,28
7047,33.1,2.8,28
6698,17.65,1.125,28
6682,21.85,0.0,28
7044,22.0,3.3,28
7044,22.0,3.3,28
6688,12.8,0.55,28
7043,26.4,2.8,28
6701,12.8,0.475,28
7036,16.3,1.45,28
7023,24.1,1.8,28
7042,9.0,2.1,28
7041,17.6,1.65,28
7041,17.6,1.65,28
6681,20.75,6.425,29
7019,36.0,3.7,29
7043,26.4,2.8,29
6686,18.05,0.25,29
7040,15.5,1.5499999999999998,29
6693,14.0,0.05,29
6696,13.65,0.95,29
6685,19.3,1.15,29
6696,13.65,0.95,29
7030,65.7,2.6,29
7038,22.7,1.7,29
6688,12.8,0.55,29
7028,54.6,3.95,29
6673,33.85,1.1,29
6700,26.0,0.825,29
6692,16.1,0.525,29
7033,17.2,1.9,29
6673,33.85,1.1,29
7046,34.6,2.15,29
7037,18.7,1.9,29
7017,66.7,2.35,29
6679,21.8,0.9,29
7021,22.3,1.4,29
7038,22.7,1.7,29
6698,17.65,1.125,29
7045,19.4,1.5,29
6698,17.65,1.125,29
7042,9.0,2.1,29
7027,19.9,5.449999999999998,29
6694,13.2,0.45,29
7046,34.6,2.15,29
6683,30.1,1.175,29
6677,16.3,0.0,29
7028,54.6,3.95,29
6695,28.9,0.1,29
7022,16.8,2.45,29
7042,9.0,2.1,29
6696,13.65,0.95,29
6691,17.450000000000006,0.9,29
7032,63.6,3.4,29
7030,65.7,2.6,29
7022,16.8,2.45,29
6677,16.3,0.0,29
7040,15.5,1.5499999999999998,29
6692,16.1,0.525,29
6702,16.95,2.175,29
7018,57.4,7.800000000000002,29
7033,17.2,1.9,29
6688,12.8,0.55,29
7043,26.4,2.8,29
7018,57.4,7.800000000000002,29
7034,18.7,4.5,29
6673,33.85,1.1,29
7038,22.7,1.7,29
7025,29.5,2.4000000000000004,29
7018,57.4,7.800000000000002,29
6673,33.85,1.1,29
7030,65.7,2.6,29
6685,19.3,1.15,29
6674,64.15,2.45,29
6697,16.6,0.275,29
7043,26.4,2.8,29
6695,28.9,0.1,30
7046,34.6,2.15,30
6683,30.1,1.175,30
7036,16.3,1.45,30
6680,32.6,0.7,30
6675,6.8,0.0,30
6676,4.0,0.0,30
7038,22.7,1.7,30
6676,4.0,0.0,30
6683,30.1,1.175,30
7030,65.7,2.6,30
6682,21.85,0.0,30
6699,15.95,0.75,30
7047,33.1,2.8,30
6698,17.65,1.125,30
7039,17.1,1.25,30
6693,14.0,0.05,30
6674,64.15,2.45,30
6692,16.1,0.525,30
6682,21.85,0.0,30
6699,15.95,0.75,30
6700,26.0,0.825,30
6688,12.8,0.55,30
6681,20.75,6.425,30
6686,18.05,0.25,30
7034,18.7,4.5,30
7029,61.5,2.25,30
6700,26.0,0.825,30
6675,6.8,0.0,30
7024,23.2,2.2,30
6695,28.9,0.1,30
7030,65.7,2.6,30
6695,28.9,0.1,30
6685,19.3,1.15,30
7041,17.6,1.65,30
6697,16.6,0.275,30
6682,21.85,0.0,30
6674,64.15,2.45,30
6682,21.85,0.0,30
7032,63.6,3.4,30
7031,66.2,2.1,30
7035,19.8,1.9,30
6677,16.3,0.0,30
7037,18.7,1.9,30
7018,57.4,7.800000000000002,30
7034,18.7,4.5,30
6688,12.8,0.55,30
7025,29.5,2.4000000000000004,30
6689,17.1,0.025,30
7029,61.5,2.25,30
7032,63.6,3.4,30
6675,6.8,0.0,30
7021,22.3,1.4,30
7033,17.2,1.9,30
7024,23.2,2.2,30
7034,18.7,4.5,30
7042,9.0,2.1,30
6686,18.05,0.25,30
7034,18.7,4.5,30
7026,27.4,2.55,30
6697,16.6,0.275,30
7018,57.4,7.800000000000002,30
6699,15.95,0.75,31
6701,12.8,0.475,31
7037,18.7,1.9,31
7031,66.2,2.1,31
6699,15.95,0.75,31
7030,65.7,2.6,31
7045,19.4,1.5,31
7025,29.5,2.4000000000000004,31
7019,36.0,3.7,31
6681,20.75,6.425,31
7039,17.1,1.25,31
7024,23.2,2.2,31
7034,18.7,4.5,31
6686,18.05,0.25,31
7029,61.5,2.25,31
7037,18.7,1.9,31
6701,12.8,0.475,31
7047,33.1,2.8,31
6699,15.95,0.75,31
7024,23.2,2.2,31
6697,16.6,0.275,31
6697,16.6,0.275,31
7029,61.5,2.25,31
6672,21.2,0.425,31
6693,14.0,0.05,31
6694,13.2,0.45,31
6696,13.65,0.95,31
6679,21.8,0.9,31
7019,36.0,3.7,31
7046,34.6,2.15,31
7037,18.7,1.9,31
6686,18.05,0.25,31
6673,33.85,1.1,31
6683,30.1,1.175,31
7043,26.4,2.8,31
6689,17.1,0.025,31
7044,22.0,3.3,31
7046,34.6,2.15,31
6678,29.8,0.45,31
7027,19.9,5.449999999999998,31
6698,17.65,1.125,31
6673,33.85,1.1,31
7020,23.4,5.5,31
7031,66.2,2.1,31
7044,22.0,3.3,31
7033,17.2,1.9,31
7040,15.5,1.5499999999999998,31
6684,55.5,2.25,31
6675,6.8,0.0,31
6699,15.95,0.75,31
6694,13.2,0.45,31
7036,16.3,1.45,31
6689,17.1,0.025,31
6692,16.1,0.525,31
7024,23.2,2.2,31
7046,34.6,2.15,31
6685,19.3,1.15,31
6684,55.5,2.25,31
7033,17.2,1.9,31
7035,19.8,1.9,31
6691,17.450000000000006,0.9,31
6684,55.5,2.25,31
6679,21.8,0.9,32
6675,6.8,0.0,32
6677,16.3,0.0,32
6695,28.9,0.1,32
7045,19.4,1.5,32
7035,19.8,1.9,32
6695,28.9,0.1,32
7034,18.7,4.5,32
6691,17.450000000000006,0.9,32
6684,55.5,2.25,32
7039,17.1,1.25,32
7019,36.0,3.7,32
6679,21.8,0.9,32
7043,26.4,2.8,32
7019,36.0,3.7,32
7032,63.6,3.4,32
6676,4.0,0.0,32
6687,20.35,1.7999999999999998,32
6687,20.35,1.7999999999999998,32
6685,19.3,1.15,32
6698,17.65,1.125,32
7027,19.9,5.449999999999998,32
7045,19.4,1.5,32
7027,19.9,5.449999999999998,32
6702,16.95,2.175,32
6685,19.3,1.15,32
6702,16.95,2.175,32
7040,15.5,1.5499999999999998,32
6685,19.3,1.15,32
6695,28.9,0.1,32
7020,23.4,5.5,32
7037,18.7,1.9,32
6686,18.05,0.25,32
7045,19.4,1.5,32
6691,17.450000000000006,0.9,32
7035,19.8,1.9,32
7043,26.4,2.8,32
6699,15.95,0.75,32
7023,24.1,1.8,32
6698,17.65,1.125,32
6672,21.2,0.425,32
6683,30.1,1.175,32
7044,22.0,3.3,32
7044,22.0,3.3,32
7024,23.2,2.2,32
6698,17.65,1.125,32
7021,22.3,1.4,32
7047,33.1,2.8,32
6702,16.95,2.175,32
6695,28.9,0.1,32
7017,66.7,2.35,32
6691,17.450000000000006,0.9,32
6694,13.2,0.45,32
7034,18.7,4.5,32
6674,64.15,2.45,32
6687,20.35,1.7999999999999998,32
7032,63.6,3.4,32
6673,33.85,1.1,32
7022,16.8,2.45,32
6692,16.1,0.525,32
6674,64.15,2.45,32
7046,34.6,2.15,32
7046,34.6,2.15,33
6683,30.1,1.175,33
6699,15.95,0.75,33
6696,13.65,0.95,33
7044,22.0,3.3,33
7046,34.6,2.15,33
6687,20.35,1.7999999999999998,33
6683,30.1,1.175,33
6692,16.1,0.525,33
7030,65.7,2.6,33
7043,26.4,2.8,33
6693,14.0,0.05,33
6690,14.5,0.575,33
6683,30.1,1.175,33
6683,30.1,1.175,33
7033,17.2,1.9,33
7035,19.8,1.9,33
6694,13.2,0.45,33
7045,19.4,1.5,33
7027,19.9,5.449999999999998,33
7020,23.4,5.5,33
6680,32.6,0.7,33
6692,16.1,0.525,33
6688,12.8,0.55,33
6673,33.85,1.1,33
7022,16.8,2.45,33
7046,34.6,2.15,33
6682,21.85,0.0,33
6692,16.1,0.525,33
6676,4.0,0.0,33
7019,36.0,3.7,33
7035,19.8,1.9,33
7043,26.4,2.8,33
7022,16.8,2.45,33
