state,1,2,3,4,5,6,7,8,9,10,11,12
New Jersey,0.009615384615384616,0.0,0.038461538461538464,0.18269230769230768,0.36538461538461536,0.20192307692307693,0.14423076923076922,0.0,0.009615384615384616,0.0,0.0,0.04807692307692308
New Mexico,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.25,0.30357142857142855,0.16071428571428573,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571
New York,0.011111111111111112,0.008888888888888889,0.044444444444444446,0.13333333333333333,0.3244444444444444,0.25333333333333335,0.08,0.03111111111111111,0.015555555555555555,0.0044444444444444444,0.0022222222222222222,0.09111111111111111
North Carolina,0.0,0.0,0.018404907975460124,0.06134969325153374,0.13496932515337423,0.2085889570552147,0.22085889570552147,0.17177914110429449,0.05521472392638037,0.0,0.0,0.12883435582822086
North Dakota,0.0,0.0625,0.375,0.3125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
Ohio,0.005434782608695652,0.005434782608695652,0.06521739130434782,0.17391304347826086,0.33152173913043476,0.27717391304347827,0.05434782608695652,0.02717391304347826,0.016304347826086956,0.0,0.005434782608695652,0.03804347826086957
Oklahoma,0.029411764705882353,0.0,0.14705882352941177,0.058823529411764705,0.14705882352941177,0.3235294117647059,0.14705882352941177,0.08823529411764706,0.0,0.0,0.0,0.058823529411764705
Oregon,0.01639344262295082,0.02459016393442623,0.05737704918032787,0.1721311475409836,0.1885245901639344,0.2786885245901639,0.12295081967213115,0.03278688524590164,0.02459016393442623,0.0,0.0,0.08196721311475409
Pennsylvania,0.0,0.0,0.006944444444444444,0.05555555555555555,0.2152777777777778,0.3680555555555556,0.1597222222222222,0.041666666666666664,0.006944444444444444,0.0,0.0,0.14583333333333334
Rhode Island,0.0,0.029411764705882353,0.058823529411764705,0.35294117647058826,0.14705882352941177,0.3235294117647059,0.029411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705
South Carolina,0.014925373134328358,0.0,0.05970149253731343,0.08955223880597014,0.1044776119402985,0.34328358208955223,0.11940298507462686,0.08955223880597014,0.07462686567164178,0.0,0.0,0.1044776119402985
South Dakota,0.0,0.043478260869565216,0.043478260869565216,0.34782608695652173,0.13043478260869565,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee,0.0,0.012195121951219513,0.024390243902439025,0.08536585365853659,0.13414634146341464,0.32926829268292684,0.14634146341463414,0.12195121951219512,0.024390243902439025,0.0,0.0,0.12195121951219512
Texas,0.007874015748031496,0.0,0.031496062992125984,0.03937007874015748,0.047244094488188976,0.10236220472440945,0.11023622047244094,0.031496062992125984,0.06299212598425197,0.06299212598425197,0.023622047244094488,0.48031496062992124
Utah,0.0,0.03225806451612903,0.22580645161290322,0.3225806451612903,0.0967741935483871,0.25806451612903225,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903
Vermont,0.0,0.029411764705882353,0.029411764705882353,0.08823529411764706,0.2647058823529412,0.5294117647058824,0.04411764705882353,0.014705882352941176,0.0,0.0,0.0,0.0
Virginia,0.0,0.0,0.03867403314917127,0.04419889502762431,0.10497237569060773,0.3149171270718232,0.18232044198895028,0.143646408839779,0.03867403314917127,0.0,0.0,0.13259668508287292
Washington,0.007633587786259542,0.0,0.07633587786259542,0.1984732824427481,0.2595419847328244,0.29770992366412213,0.04580152671755725,0.022900763358778626,0.015267175572519083,0.015267175572519083,0.0,0.061068702290076333
West Virginia,0.05357142857142857,0.0,0.017857142857142856,0.17857142857142858,0.19642857142857142,0.35714285714285715,0.08928571428571429,0.0,0.017857142857142856,0.0,0.0,0.08928571428571429
Wisconsin,0.01020408163265306,0.00510204081632653,0.061224489795918366,0.08163265306122448,0.3877551020408163,0.3469387755102041,0.05612244897959184,0.030612244897959183,0.00510204081632653,0.0,0.0,0.015306122448979591
Wyoming,0.0,0.06451612903225806,0.3548387096774194,0.3870967741935484,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903
