Date,Open,High,Low,Close,Adj Close,Volume,Jday,DayCount
2013-08-20,15011.820313,15074.919922,14992.160156,15002.990234,15002.990234,102340000,2456524.5,2057.0
2013-08-21,14993.80957,15019.700195,14880.839844,14897.549805,14897.549805,98340000,2456525.5,2058.0
2013-08-22,14908.599609,14989.120116999999,14899.0,14963.740234,14963.740234,153490000,2456526.5,2059.0
2013-08-23,14988.780272999998,15025.55957,14931.240234,15010.509766,15010.509766,131860000,2456527.5,2060.0
2013-08-26,15014.580078,15049.980469,14945.240234,14946.459961000002,14946.459961000002,102820000,2456530.5,2063.0
2013-08-27,14939.25,14939.25,14765.419922,14776.129883000001,14776.129883000001,118610000,2456531.5,2064.0
2013-08-28,14770.990234,14867.400391,14760.410156,14824.509766,14824.509766,104620000,2456532.5,2065.0
2013-08-29,14817.910156,14916.009766,14792.110352000002,14840.950195,14840.950195,93170000,2456533.5,2066.0
2013-08-30,14844.099609,14848.240234,14762.349609,14810.30957,14810.30957,135850000,2456534.5,2067.0
2013-09-03,14801.549805,14933.349609,14777.480469,14833.959961000002,14833.959961000002,142530000,2456538.5,2071.0
2013-09-04,14832.419922,14956.740234,14799.089844,14930.870116999999,14930.870116999999,122150000,2456539.5,2072.0
2013-09-05,14929.490234,14987.469727000002,14923.269531,14937.480469,14937.480469,101010000,2456540.5,2073.0
2013-09-06,14941.549805,15009.839844,14789.400391,14922.5,14922.5,108410000,2456541.5,2074.0
2013-09-09,14927.19043,15088.410156,14927.19043,15063.120116999999,15063.120116999999,90660000,2456544.5,2077.0
2013-09-10,15067.230469,15192.129883000001,15067.230469,15191.05957,15191.05957,103200000,2456545.5,2078.0
2013-09-11,15194.129883000001,15326.599609,15194.129883000001,15326.599609,15326.599609,102090000,2456546.5,2079.0
2013-09-12,15327.139647999998,15345.320313,15283.259766,15300.639647999998,15300.639647999998,99760000,2456547.5,2080.0
2013-09-13,15312.860352000002,15380.969727000002,15312.860352000002,15376.05957,15376.05957,90890000,2456548.5,2081.0
2013-09-16,15381.360352000002,15549.870116999999,15381.360352000002,15494.780272999998,15494.780272999998,105740000,2456551.5,2084.0
2013-09-17,15503.150391,15555.070313,15503.150391,15529.730469,15529.730469,104480000,2456552.5,2085.0
2013-09-18,15533.030272999998,15709.580078,15470.160156,15676.94043,15676.94043,145410000,2456553.5,2086.0
2013-09-19,15677.860352000002,15695.889647999998,15625.450195,15636.549805,15636.549805,116280000,2456554.5,2087.0
2013-09-20,15635.089844,15654.769531,15448.089844,15451.089844,15451.089844,379650000,2456555.5,2088.0
2013-09-23,15452.30957,15466.950195,15368.25,15401.379883000001,15401.379883000001,94920000,2456558.5,2091.0
2013-09-24,15402.540038999998,15433.75,15327.139647999998,15334.589844,15334.589844,85430000,2456559.5,2092.0
2013-09-25,15339.019531,15372.480469,15253.160156,15273.259766,15273.259766,81890000,2456560.5,2093.0
2013-09-26,15274.419922,15387.19043,15274.419922,15328.299805,15328.299805,79050000,2456561.5,2094.0
2013-09-27,15317.450195,15317.450195,15211.80957,15258.240234,15258.240234,95660000,2456562.5,2095.0
2013-09-30,15249.820313,15249.820313,15086.709961000002,15129.669922,15129.669922,122330000,2456565.5,2098.0
2013-10-01,15132.490234,15208.400391,15110.339844,15191.700195,15191.700195,82460000,2456566.5,2099.0
2013-10-02,15182.650391,15182.650391,15044.709961000002,15133.139647999998,15133.139647999998,86090000,2456567.5,2100.0
2013-10-03,15127.230469,15127.230469,14947.030272999998,14996.480469,14996.480469,91300000,2456568.5,2101.0
2013-10-04,14994.679688,15083.990234,14972.330078,15072.580078,15072.580078,75100000,2456569.5,2102.0
2013-10-07,15069.299805,15069.299805,14920.830078,14936.240234,14936.240234,79620000,2456572.5,2105.0
2013-10-08,14938.040038999998,14938.040038999998,14773.469727000002,14776.530272999998,14776.530272999998,102690000,2456573.5,2106.0
2013-10-09,14778.19043,14852.5,14719.429688,14802.980469,14802.980469,103190000,2456574.5,2107.0
2013-10-10,14806.389647999998,15126.070313,14806.389647999998,15126.070313,15126.070313,106540000,2456575.5,2108.0
2013-10-11,15126.519531,15237.299805,15100.129883000001,15237.110352000002,15237.110352000002,85730000,2456576.5,2109.0
2013-10-14,15231.330078,15309.480469,15136.379883000001,15301.259766,15301.259766,81420000,2456579.5,2112.0
2013-10-15,15300.299805,15301.910156,15161.330078,15168.009766,15168.009766,91440000,2456580.5,2113.0
2013-10-16,15170.700195,15374.150391,15170.700195,15373.830078,15373.830078,92850000,2456581.5,2114.0
2013-10-17,15369.459961000002,15376.110352000002,15229.019531,15371.650391,15371.650391,108490000,2456582.5,2115.0
2013-10-18,15371.709961000002,15412.969727000002,15321.80957,15399.650391,15399.650391,156660000,2456583.5,2116.0
2013-10-21,15401.320313,15410.179688,15362.660156,15392.200195,15392.200195,93660000,2456586.5,2119.0
2013-10-22,15394.219727000002,15518.099609,15394.219727000002,15467.660156,15467.660156,107030000,2456587.5,2120.0
2013-10-23,15465.339844,15465.660156,15366.19043,15413.330078,15413.330078,90630000,2456588.5,2121.0
2013-10-24,15414.870116999999,15528.629883000001,15414.129883000001,15509.209961000002,15509.209961000002,89240000,2456589.5,2122.0
2013-10-25,15523.719727000002,15570.599609,15512.959961000002,15570.280272999998,15570.280272999998,109900000,2456590.5,2123.0
2013-10-28,15569.19043,15599.089844,15533.480469,15568.929688,15568.929688,92760000,2456593.5,2126.0
2013-10-29,15572.209961000002,15683.080078,15572.209961000002,15680.349609,15680.349609,86600000,2456594.5,2127.0
2013-10-30,15680.740234,15721.0,15574.519531,15618.759766,15618.759766,79170000,2456595.5,2128.0
2013-10-31,15619.919922,15651.860352000002,15544.69043,15545.75,15545.75,114050000,2456596.5,2129.0
2013-11-01,15558.009766,15649.400391,15543.25,15615.549805,15615.549805,101830000,2456597.5,2130.0
2013-11-04,15621.200195,15658.900391,15588.480469,15639.120116999999,15639.120116999999,71200000,2456600.5,2133.0
2013-11-05,15631.219727000002,15651.889647999998,15522.179688,15618.219727000002,15618.219727000002,91890000,2456601.5,2134.0
2013-11-06,15628.719727000002,15750.290038999998,15628.719727000002,15746.879883000001,15746.879883000001,109200000,2456602.5,2135.0
2013-11-07,15751.30957,15797.679688,15586.330078,15593.980469,15593.980469,103860000,2456603.5,2136.0
2013-11-08,15591.540038999998,15764.290038999998,15579.349609,15761.780272999998,15761.780272999998,101200000,2456604.5,2137.0
2013-11-11,15759.280272999998,15791.450195,15737.219727000002,15783.099609,15783.099609,58860000,2456607.5,2140.0
2013-11-12,15773.150391,15793.379883000001,15708.290038999998,15750.669922,15750.669922,79260000,2456608.5,2141.0
2013-11-13,15739.5,15822.980469,15672.0,15821.629883000001,15821.629883000001,92450000,2456609.5,2142.0
2013-11-14,15806.219727000002,15884.990234,15798.740234,15876.219727000002,15876.219727000002,123860000,2456610.5,2143.0
2013-11-15,15876.160156,15962.980469,15875.900391,15961.700195,15961.700195,126460000,2456611.5,2144.0
2013-11-18,15962.719727000002,16030.280272999998,15942.169922,15976.019531,15976.019531,94860000,2456614.5,2147.0
2013-11-19,15974.05957,16025.849609,15943.780272999998,15967.030272999998,15967.030272999998,84570000,2456615.5,2148.0
2013-11-20,15971.200195,16016.849609,15865.370116999999,15900.820313,15900.820313,84350000,2456616.5,2149.0
2013-11-21,15908.070313,16016.040038999998,15908.070313,16009.990234,16009.990234,79000000,2456617.5,2150.0
2013-11-22,16008.709961000002,16068.780272999998,15976.269531,16064.769531,16064.769531,81000000,2456618.5,2151.0
2013-11-25,16072.089844,16109.629883000001,16055.459961000002,16072.540038999998,16072.540038999998,94040000,2456621.5,2154.0
2013-11-26,16070.929688,16120.25,16070.929688,16072.799805,16072.799805,107450000,2456622.5,2155.0
2013-11-27,16073.370116999999,16107.990234,16057.339844,16097.330078,16097.330078,65730000,2456623.5,2156.0
2013-11-29,16105.160156,16174.509766,16074.139647999998,16086.410156,16086.410156,69190000,2456625.5,2158.0
2013-12-02,16087.120116999999,16098.0,15986.230469,16008.769531,16008.769531,92590000,2456628.5,2161.0
2013-12-03,16004.719727000002,16004.719727000002,15859.679688,15914.620116999999,15914.620116999999,103910000,2456629.5,2162.0
2013-12-04,15910.509766,15960.360352000002,15791.290038999998,15889.769531,15889.769531,111180000,2456630.5,2163.0
2013-12-05,15886.5,15896.19043,15809.370116999999,15821.509766,15821.509766,128080000,2456631.5,2164.0
2013-12-06,15825.549805,16022.349609,15825.549805,16020.200195,16020.200195,98260000,2456632.5,2165.0
2013-12-09,16019.490234,16058.400391,16015.290038999998,16025.530272999998,16025.530272999998,91810000,2456635.5,2168.0
2013-12-10,16024.120116999999,16029.05957,15969.530272999998,15973.129883000001,15973.129883000001,79420000,2456636.5,2169.0
2013-12-11,15970.75,15997.219727000002,15827.700195,15843.530272999998,15843.530272999998,107170000,2456637.5,2170.0
2013-12-12,15844.820313,15845.110352000002,15703.790038999998,15739.429688,15739.429688,105870000,2456638.5,2171.0
2013-12-13,15745.660156,15792.799805,15717.919922,15755.360352000002,15755.360352000002,83180000,2456639.5,2172.0
2013-12-16,15759.599609,15930.30957,15759.599609,15884.570313,15884.570313,101470000,2456642.5,2175.0
2013-12-17,15884.05957,15917.959961000002,15836.450195,15875.259766,15875.259766,101490000,2456643.5,2176.0
2013-12-18,15876.570313,16173.040038999998,15808.919922,16167.969727000002,16167.969727000002,129620000,2456644.5,2177.0
2013-12-19,16162.509766,16194.719727000002,16121.540038999998,16179.080078,16179.080078,94980000,2456645.5,2178.0
2013-12-20,16178.570313,16287.839844,16178.570313,16221.139647999998,16221.139647999998,285190000,2456646.5,2179.0
2013-12-23,16225.25,16318.110352000002,16225.25,16294.610352000002,16294.610352000002,78930000,2456649.5,2182.0
2013-12-24,16295.700195,16360.599609,16295.700195,16357.549805,16357.549805,33640000,2456650.5,2183.0
2013-12-26,16370.969727000002,16483.0,16370.969727000002,16479.880859,16479.880859,50160000,2456652.5,2185.0
2013-12-27,16486.369141,16529.009766,16461.230469,16478.410156,16478.410156,47230000,2456653.5,2186.0
